State_Name,District_Name,Season,Crop,Area,Production,P/A
Odisha,NAYAGARH,Whole Year,Sweet potato,203.6,1670.2,8.203339882
Odisha,NAYAGARH,Whole Year,Turmeric,1720.8,3681.8,2.139586239
Odisha,NAYAGARH,Winter,Arhar/Tur,26689,7313,0.274008018
Odisha,NAYAGARH,Winter,Groundnut,132.8333333,161.8083333,1.218130489
Odisha,NAYAGARH,Winter,Horse-gram,1733.785714,512.2071429,0.295427018
Odisha,NAYAGARH,Winter,Maize,3.8,3.84,1.010526316
Odisha,NAYAGARH,Winter,Moong(Green Gram),23340.61538,5712.184615,0.244731534
Odisha,NAYAGARH,Winter,Paddy,102402,180684,1.764457725
Odisha,NAYAGARH,Winter,Potato,12.16666667,99.63333333,8.189041096
Odisha,NAYAGARH,Winter,Ragi,22.33333333,10.83333333,0.485074627
Odisha,NAYAGARH,Winter,Rapeseed &Mustard,353.5384615,43.80769231,0.123912097
Odisha,NAYAGARH,Winter,Rice,94693.06667,132741.2667,1.401805553
Odisha,NAYAGARH,Winter,Sesamum,533.3571429,94.77857143,0.177701888
Odisha,NAYAGARH,Winter,Sugarcane,2007.666667,129354.5,64.43026731
Odisha,NAYAGARH,Winter,Urad,5251.428571,1275.342857,0.242856366
Odisha,NUAPADA,Autumn,Arhar/Tur,12,1,0.083333333
Odisha,NUAPADA,Autumn,Groundnut,1029.642857,805.0214286,0.7818453
Odisha,NUAPADA,Autumn,Jute,50,60,1.2
Odisha,NUAPADA,Autumn,Maize,428.2857143,353.4142857,0.825183456
Odisha,NUAPADA,Autumn,Moong(Green Gram),532.4615385,68.76923077,0.129153424
Odisha,NUAPADA,Autumn,Paddy,40130,27994,0.697582856
Odisha,NUAPADA,Autumn,Ragi,412.9285714,182.1857143,0.441203944
Odisha,NUAPADA,Autumn,Rice,38068,32907.86667,0.864449581
Odisha,NUAPADA,Autumn,Sesamum,529.3571429,49.73571429,0.093954932
Odisha,NUAPADA,Autumn,Urad,5351.214286,908.2214286,0.169722493
Odisha,NUAPADA,Kharif,Arhar/Tur,7970,3052,0.38293601
Odisha,NUAPADA,Kharif,Bajra,20,10,0.5
Odisha,NUAPADA,Kharif,Castor seed,1029.833333,253.3333333,0.245994497
Odisha,NUAPADA,Kharif,Cotton(lint),1425,1970,1.38245614
Odisha,NUAPADA,Kharif,Dry chillies,780,200,0.256410256
Odisha,NUAPADA,Kharif,Dry ginger,89.16666667,149.1666667,1.672897196
Odisha,NUAPADA,Kharif,Groundnut,3134,2129.86,0.679597958
Odisha,NUAPADA,Kharif,Horse-gram,4070.75,477.7,0.117349383
Odisha,NUAPADA,Kharif,Jowar,276.3333333,78,0.282267793
Odisha,NUAPADA,Kharif,Maize,804.8,860.78,1.069557654
Odisha,NUAPADA,Kharif,Mesta,810,2025,2.5
Odisha,NUAPADA,Kharif,Moong(Green Gram),4102.2,519.54,0.126649115
Odisha,NUAPADA,Kharif,Niger seed,40,10,0.25
Odisha,NUAPADA,Kharif,Ragi,1744.4,725.68,0.416005503
Odisha,NUAPADA,Kharif,Rice,107333.3333,102666.6667,0.956521739
Odisha,NUAPADA,Kharif,Sesamum,2924.6,293.8,0.100458182
Odisha,NUAPADA,Kharif,Small millets,2537.5,781.6666667,0.308045977
Odisha,NUAPADA,Kharif,Soyabean,60,10,0.166666667
Odisha,NUAPADA,Kharif,Sunflower,302,160,0.529801325
Odisha,NUAPADA,Kharif,Sweet potato,620,3740,6.032258065
Odisha,NUAPADA,Kharif,Turmeric,120,310,2.583333333
Odisha,NUAPADA,Kharif,Urad,6152.8,1685.6,0.273956573
Odisha,NUAPADA,Rabi,Castor seed,411,133.3333333,0.324412003
Odisha,NUAPADA,Rabi,Coriander,830,210,0.253012048
Odisha,NUAPADA,Rabi,Dry chillies,930,510,0.548387097
Odisha,NUAPADA,Rabi,Garlic,240,670,2.791666667
Odisha,NUAPADA,Rabi,Gram,1598.333333,594.5,0.371949948
Odisha,NUAPADA,Rabi,Groundnut,2510,5120,2.039840637
Odisha,NUAPADA,Rabi,Horse-gram,19750,2570,0.130126582
Odisha,NUAPADA,Rabi,Linseed,2296.666667,571.8333333,0.248984035
Odisha,NUAPADA,Rabi,Maize,160,290,1.8125
Odisha,NUAPADA,Rabi,Masoor,3136.666667,1103.333333,0.351753454
Odisha,NUAPADA,Rabi,Moong(Green Gram),5430,980,0.180478821
Odisha,NUAPADA,Rabi,Other  Rabi pulses,540,189,0.35
Odisha,NUAPADA,Rabi,Rapeseed &Mustard,506,88.88,0.175652174
Odisha,NUAPADA,Rabi,Safflower,381.4,192.2,0.503932879
Odisha,NUAPADA,Rabi,Sesamum,410,140,0.341463415
Odisha,NUAPADA,Rabi,Sunflower,291.1666667,126,0.432741843
Odisha,NUAPADA,Rabi,Sweet potato,480,4700,9.791666667
Odisha,NUAPADA,Rabi,Urad,2620,660,0.251908397
Odisha,NUAPADA,Rabi,Wheat,152.1666667,130.1,0.854983571
Odisha,NUAPADA,Summer,Arhar/Tur,1326,229,0.172699849
Odisha,NUAPADA,Summer,Groundnut,311.0714286,391.1714286,1.25749713
Odisha,NUAPADA,Summer,Horse-gram,3,0.7,0.233333333
Odisha,NUAPADA,Summer,Maize,4,4.871428571,1.217857143
Odisha,NUAPADA,Summer,Moong(Green Gram),1979.923077,447.9461538,0.226244221
Odisha,NUAPADA,Summer,Paddy,2640,3909,1.480681818
Odisha,NUAPADA,Summer,Rice,16421.73333,7424.6,0.452120361
Odisha,NUAPADA,Summer,Sesamum,12.4,1.8,0.14516129
Odisha,NUAPADA,Summer,Urad,20,1,0.05
Odisha,NUAPADA,Summer,Wheat,28.41666667,34.675,1.220234604
Odisha,NUAPADA,Whole Year,Coriander,407.8,200,0.490436488
Odisha,NUAPADA,Whole Year,Dry chillies,2154.6,1574,0.730530029
Odisha,NUAPADA,Whole Year,Garlic,256,798,3.1171875
Odisha,NUAPADA,Whole Year,Onion,1053.5,8082.333333,7.67188736
Odisha,NUAPADA,Whole Year,Potato,10.5,77,7.333333333
Odisha,NUAPADA,Whole Year,Sannhamp,505,1090,2.158415842
Odisha,NUAPADA,Whole Year,Sugarcane,10,408.85,40.885
Odisha,NUAPADA,Whole Year,Sweet potato,862,7243,8.402552204
Odisha,NUAPADA,Whole Year,Tobacco,130,32,0.246153846
Odisha,NUAPADA,Whole Year,Turmeric,152,316.2,2.080263158
Odisha,NUAPADA,Winter,Arhar/Tur,821,109,0.132764921
Odisha,NUAPADA,Winter,Groundnut,124.6666667,104.4,0.837433155
Odisha,NUAPADA,Winter,Horse-gram,2605.714286,477.5214286,0.18325932
Odisha,NUAPADA,Winter,Maize,4,2.85,0.7125
Odisha,NUAPADA,Winter,Moong(Green Gram),420.2307692,106.1923077,0.252699982
Odisha,NUAPADA,Winter,Paddy,64504,71235,1.104350118
Odisha,NUAPADA,Winter,Potato,15.07692308,112.5307692,7.46377551
Odisha,NUAPADA,Winter,Ragi,23.5,15.8,0.672340426
Odisha,NUAPADA,Winter,Rapeseed &Mustard,65.15384615,4.161538462,0.063872491
Odisha,NUAPADA,Winter,Rice,61142.26667,90651,1.482624131
Odisha,NUAPADA,Winter,Sesamum,255.9285714,21.22857143,0.082947251
Odisha,NUAPADA,Winter,Sugarcane,31.84615385,1458.384615,45.79468599
Odisha,NUAPADA,Winter,Urad,238.1818182,45.93636364,0.192862595
Odisha,PURI,Autumn,Groundnut,1,0.6,0.6
Odisha,PURI,Autumn,Jute,10.5,22.25,2.119047619
Odisha,PURI,Autumn,Paddy,1912,2507,1.311192469
Odisha,PURI,Autumn,Ragi,4,1.2,0.3
Odisha,PURI,Autumn,Rice,1212.9,1258,1.03718361
Odisha,PURI,Autumn,Sesamum,1,,
Odisha,PURI,Kharif,Arhar/Tur,35,15,0.428571429
Odisha,PURI,Kharif,Castor seed,7,,
Odisha,PURI,Kharif,Dry chillies,680,540,0.794117647
Odisha,PURI,Kharif,Dry ginger,24.6,51.4,2.089430894
Odisha,PURI,Kharif,Groundnut,2513.75,2780.1,1.105957235
Odisha,PURI,Kharif,Horse-gram,2018.75,542.775,0.268866873
Odisha,PURI,Kharif,Jute,47.33333333,156.6666667,3.309859155
Odisha,PURI,Kharif,Maize,230,200,0.869565217
Odisha,PURI,Kharif,Mesta,10,40,4
Odisha,PURI,Kharif,Moong(Green Gram),4016.5,775.8,0.193153243
Odisha,PURI,Kharif,Other Kharif pulses,230,130,0.565217391
Odisha,PURI,Kharif,Ragi,118.2,50.6,0.428087986
Odisha,PURI,Kharif,Rice,150000,188000,1.253333333
Odisha,PURI,Kharif,Sesamum,575.6,140.88,0.244753301
Odisha,PURI,Kharif,Sweet potato,340,3000,8.823529412
Odisha,PURI,Kharif,Urad,6443.4,1708,0.265077444
Odisha,PURI,Rabi,Coriander,350,240,0.685714286
Odisha,PURI,Rabi,Dry chillies,390,260,0.666666667
Odisha,PURI,Rabi,Garlic,170,370,2.176470588
Odisha,PURI,Rabi,Gram,37.33333333,18.66666667,0.5
Odisha,PURI,Rabi,Groundnut,11890,17160,1.443229605
Odisha,PURI,Rabi,Horse-gram,8130,3850,0.473554736
Odisha,PURI,Rabi,Linseed,1374.6,383.4,0.278917503
Odisha,PURI,Rabi,Maize,70,60,0.857142857
Odisha,PURI,Rabi,Moong(Green Gram),12420,2530,0.203703704
Odisha,PURI,Rabi,Other  Rabi pulses,183.6666667,66,0.359346642
Odisha,PURI,Rabi,Ragi,260,160,0.615384615
Odisha,PURI,Rabi,Rapeseed &Mustard,377,83.26,0.220848806
Odisha,PURI,Rabi,Sesamum,2450,810,0.330612245
Odisha,PURI,Rabi,Sunflower,167.5,66.75,0.398507463
Odisha,PURI,Rabi,Urad,31530,9140,0.289882651
Odisha,PURI,Rabi,Wheat,97.5,158.95,1.63025641
Odisha,PURI,Summer,Arhar/Tur,1689,201,0.119005329
Odisha,PURI,Summer,Groundnut,4055.857143,4611.764286,1.137062802
Odisha,PURI,Summer,Horse-gram,108,47.65,0.441203704
Odisha,PURI,Summer,Maize,2,2.133333333,1.066666667
Odisha,PURI,Summer,Moong(Green Gram),13627.07692,4567.646154,0.33518899
Odisha,PURI,Summer,Paddy,22211,38925,1.752510018
Odisha,PURI,Summer,Ragi,25.5,14.67857143,0.575630252
Odisha,PURI,Summer,Rice,54385.73333,92335.13333,1.697782262
Odisha,PURI,Summer,Sesamum,688,185.4428571,0.269539037
Odisha,PURI,Summer,Urad,342.2142857,93.67142857,0.273721561
Odisha,PURI,Summer,Wheat,18.14285714,18.97142857,1.045669291
Odisha,PURI,Whole Year,Coriander,275.8,113,0.409717186
Odisha,PURI,Whole Year,Dry chillies,258.2,220,0.852052672
Odisha,PURI,Whole Year,Garlic,132.6,424.2,3.199095023
Odisha,PURI,Whole Year,Onion,266.3333333,1977.333333,7.42428035
Odisha,PURI,Whole Year,Potato,626,7360.15,11.75742812
Odisha,PURI,Whole Year,Sugarcane,73.5,4104.075,55.8377551
Odisha,PURI,Whole Year,Sweet potato,48,399.2,8.316666667
Odisha,PURI,Whole Year,Turmeric,57.6,115.2,2
Odisha,PURI,Winter,Arhar/Tur,823,262,0.318347509
Odisha,PURI,Winter,Groundnut,220.6666667,359.1666667,1.627643505
Odisha,PURI,Winter,Horse-gram,1819,569.6142857,0.313146941
Odisha,PURI,Winter,Moong(Green Gram),57.36363636,15.33636364,0.267353407
Odisha,PURI,Winter,Paddy,139036,142956,1.028194137
Odisha,PURI,Winter,Potato,475.2307692,5971.638462,12.56576562
Odisha,PURI,Winter,Ragi,6.666666667,4.533333333,0.68
Odisha,PURI,Winter,Rapeseed &Mustard,49.53846154,6.069230769,0.122515528
Odisha,PURI,Winter,Rice,118747.1333,150033.4667,1.26347022
Odisha,PURI,Winter,Sugarcane,156.2666667,9182.18,58.7596843
Odisha,PURI,Winter,Urad,7933.714286,2336.35,0.294483758
Odisha,RAYAGADA,Autumn,Arhar/Tur,21,8,0.380952381
Odisha,RAYAGADA,Autumn,Groundnut,247.6428571,196.3857143,0.793019902
Odisha,RAYAGADA,Autumn,Maize,3626.785714,4206.035714,1.159714426
Odisha,RAYAGADA,Autumn,Moong(Green Gram),18.42857143,4.828571429,0.262015504
Odisha,RAYAGADA,Autumn,Paddy,8212,7292,0.887968826
Odisha,RAYAGADA,Autumn,Ragi,3903.285714,2556.471429,0.654953702
Odisha,RAYAGADA,Autumn,Rice,7987.6,7033.2,0.880514798
Odisha,RAYAGADA,Autumn,Sesamum,2,0.2,0.1
Odisha,RAYAGADA,Autumn,Urad,29.36363636,6.836363636,0.232817337
Odisha,RAYAGADA,Kharif,Arhar/Tur,16674,12340,0.740074367
Odisha,RAYAGADA,Kharif,Bajra,582.8333333,316.6666667,0.543322848
Odisha,RAYAGADA,Kharif,Castor seed,587,180,0.306643952
Odisha,RAYAGADA,Kharif,Cotton(lint),8170,15430,1.888616891
Odisha,RAYAGADA,Kharif,Dry chillies,1180,1420,1.203389831
Odisha,RAYAGADA,Kharif,Dry ginger,389,715.8333333,1.840188518
Odisha,RAYAGADA,Kharif,Groundnut,556.8,490.68,0.88125
Odisha,RAYAGADA,Kharif,Horse-gram,1693.25,447.475,0.264269895
Odisha,RAYAGADA,Kharif,Jowar,1619.333333,949.3333333,0.586249485
Odisha,RAYAGADA,Kharif,Maize,4902.8,4798.08,0.978640777
Odisha,RAYAGADA,Kharif,Mesta,75,300,4
Odisha,RAYAGADA,Kharif,Moong(Green Gram),824.2,142.08,0.172385343
Odisha,RAYAGADA,Kharif,Niger seed,15110,3484,0.230575778
Odisha,RAYAGADA,Kharif,Ragi,15479.2,10652.96,0.688211277
Odisha,RAYAGADA,Kharif,Rice,61333.33333,86333.33333,1.407608696
Odisha,RAYAGADA,Kharif,Sesamum,3848.8,953.88,0.247838287
Odisha,RAYAGADA,Kharif,Small millets,2839,1674.333333,0.589761653
Odisha,RAYAGADA,Kharif,Sweet potato,1450,12410,8.55862069
Odisha,RAYAGADA,Kharif,Turmeric,660,2100,3.181818182
Odisha,RAYAGADA,Kharif,Urad,3456,903.16,0.261331019
Odisha,RAYAGADA,Rabi,Castor seed,376.1666667,150,0.398759415
Odisha,RAYAGADA,Rabi,Coriander,110,60,0.545454545
Odisha,RAYAGADA,Rabi,Dry chillies,1060,1240,1.169811321
Odisha,RAYAGADA,Rabi,Garlic,200,740,3.7
Odisha,RAYAGADA,Rabi,Gram,140.6666667,56.66666667,0.402843602
Odisha,RAYAGADA,Rabi,Groundnut,200,200,1
Odisha,RAYAGADA,Rabi,Horse-gram,16650,5290,0.317717718
Odisha,RAYAGADA,Rabi,Maize,560,560,1
Odisha,RAYAGADA,Rabi,Moong(Green Gram),2180,1280,0.587155963
Odisha,RAYAGADA,Rabi,Niger seed,7059.8,2064,0.292359557
Odisha,RAYAGADA,Rabi,Other  Rabi pulses,871.6,587.6,0.67416246
Odisha,RAYAGADA,Rabi,Ragi,170,150,0.882352941
Odisha,RAYAGADA,Rabi,Rapeseed &Mustard,2941.2,491.2,0.167006664
Odisha,RAYAGADA,Rabi,Sesamum,5870,1410,0.240204429
Odisha,RAYAGADA,Rabi,Sunflower,203.5,88.5,0.434889435
Odisha,RAYAGADA,Rabi,Urad,7260,1910,0.263085399
Odisha,RAYAGADA,Rabi,Wheat,89.4,95.52,1.068456376
Odisha,RAYAGADA,Summer,Arhar/Tur,24,3,0.125
Odisha,RAYAGADA,Summer,Groundnut,67.57142857,78.31428571,1.158985201
Odisha,RAYAGADA,Summer,Maize,93.14285714,111.5357143,1.197469325
Odisha,RAYAGADA,Summer,Moong(Green Gram),31.09090909,8.009090909,0.257602339
Odisha,RAYAGADA,Summer,Paddy,1371,1718,1.253099927
Odisha,RAYAGADA,Summer,Ragi,90.42857143,73.97857143,0.818088468
Odisha,RAYAGADA,Summer,Rice,10531.73333,5364.466667,0.509362182
Odisha,RAYAGADA,Summer,Sesamum,261,77.79285714,0.298056924
Odisha,RAYAGADA,Summer,Urad,51.92307692,12.375,0.238333333
Odisha,RAYAGADA,Summer,Wheat,17.42857143,17.01428571,0.976229508
Odisha,RAYAGADA,Whole Year,Coriander,110.5,54.25,0.490950226
Odisha,RAYAGADA,Whole Year,Dry chillies,2819.2,2392,0.84846765
Odisha,RAYAGADA,Whole Year,Garlic,63.6,196.6,3.091194969
Odisha,RAYAGADA,Whole Year,Onion,438.8333333,2565,5.845043676
Odisha,RAYAGADA,Whole Year,Potato,52.33333333,353.7666667,6.759872611
Odisha,RAYAGADA,Whole Year,Sannhamp,205,660,3.219512195
Odisha,RAYAGADA,Whole Year,Sugarcane,124.75,5326.025,42.69358717
Odisha,RAYAGADA,Whole Year,Sweet potato,1663.4,13409,8.061199952
Odisha,RAYAGADA,Whole Year,Tobacco,1302.5,1092.5,0.838771593
Odisha,RAYAGADA,Whole Year,Turmeric,165.4,279.4,1.68923821
Odisha,RAYAGADA,Winter,Arhar/Tur,616,103,0.167207792
Odisha,RAYAGADA,Winter,Groundnut,71.64285714,50.52857143,0.705284148
Odisha,RAYAGADA,Winter,Horse-gram,2439.642857,780.75,0.32002635
Odisha,RAYAGADA,Winter,Maize,82.85714286,83.73571429,1.010603448
Odisha,RAYAGADA,Winter,Moong(Green Gram),152.8461538,29.81538462,0.195067942
Odisha,RAYAGADA,Winter,Niger seed,5242,838.7,0.159996185
Odisha,RAYAGADA,Winter,Paddy,51006,66758,1.308826413
Odisha,RAYAGADA,Winter,Potato,58.76923077,512.8,8.72565445
Odisha,RAYAGADA,Winter,Ragi,7924.785714,4901.514286,0.618504331
Odisha,RAYAGADA,Winter,Rapeseed &Mustard,1162.384615,195.1923077,0.167924029
Odisha,RAYAGADA,Winter,Rice,52300.06667,98154.06667,1.876748404
Odisha,RAYAGADA,Winter,Sesamum,3318.5,886.3,0.267078499
Odisha,RAYAGADA,Winter,Sugarcane,72.06666667,3475.56,48.22701203
Odisha,RAYAGADA,Winter,Urad,3111.5,783.7428571,0.251885861
Odisha,SAMBALPUR,Autumn,Arhar/Tur,304,68,0.223684211
Odisha,SAMBALPUR,Autumn,Groundnut,27.25,21.60833333,0.792966361
Odisha,SAMBALPUR,Autumn,Maize,84.14285714,79.72857143,0.9475382
Odisha,SAMBALPUR,Autumn,Moong(Green Gram),141.7692308,38.14615385,0.269072165
Odisha,SAMBALPUR,Autumn,Paddy,43928,59025,1.343676015
Odisha,SAMBALPUR,Autumn,Ragi,10.63636364,5.809090909,0.546153846
Odisha,SAMBALPUR,Autumn,Rice,44322.2,45902,1.035643538
Odisha,SAMBALPUR,Autumn,Sesamum,12.5,3.116666667,0.249333333
Odisha,SAMBALPUR,Autumn,Urad,233,60.85,0.261158798
Odisha,SAMBALPUR,Kharif,Arhar/Tur,884,592,0.669683258
Odisha,SAMBALPUR,Kharif,Castor seed,101,40,0.396039604
Odisha,SAMBALPUR,Kharif,Dry chillies,1890,2040,1.079365079
Odisha,SAMBALPUR,Kharif,Dry ginger,549.5,1052.833333,1.915984228
Odisha,SAMBALPUR,Kharif,Groundnut,155.8,157.64,1.011810013
Odisha,SAMBALPUR,Kharif,Horse-gram,2278.75,614.875,0.269829951
Odisha,SAMBALPUR,Kharif,Jowar,196.6666667,99.66666667,0.506779661
Odisha,SAMBALPUR,Kharif,Maize,292.2,375.82,1.286173854
Odisha,SAMBALPUR,Kharif,Mesta,1420,4540,3.197183099
Odisha,SAMBALPUR,Kharif,Moong(Green Gram),2078.8,800.04,0.384856648
Odisha,SAMBALPUR,Kharif,Niger seed,50,20,0.4
Odisha,SAMBALPUR,Kharif,Ragi,41.2,19.5,0.473300971
Odisha,SAMBALPUR,Kharif,Rice,143000,227666.6667,1.592074592
Odisha,SAMBALPUR,Kharif,Sesamum,7090.2,3265.88,0.460618882
Odisha,SAMBALPUR,Kharif,Sunflower,20,10,0.5
Odisha,SAMBALPUR,Kharif,Sweet potato,1680,15620,9.297619048
Odisha,SAMBALPUR,Kharif,Turmeric,590,1380,2.338983051
Odisha,SAMBALPUR,Kharif,Urad,2995.2,944.56,0.315357906
Odisha,SAMBALPUR,Rabi,Castor seed,233,105,0.450643777
Odisha,SAMBALPUR,Rabi,Coriander,980,460,0.469387755
Odisha,SAMBALPUR,Rabi,Dry chillies,4450,5160,1.159550562
Odisha,SAMBALPUR,Rabi,Garlic,590,1830,3.101694915
Odisha,SAMBALPUR,Rabi,Gram,308,144,0.467532468
Odisha,SAMBALPUR,Rabi,Groundnut,420,530,1.261904762
Odisha,SAMBALPUR,Rabi,Maize,160,250,1.5625
Odisha,SAMBALPUR,Rabi,Moong(Green Gram),5930,3130,0.527824621
Odisha,SAMBALPUR,Rabi,Niger seed,144,67.83333333,0.471064815
Odisha,SAMBALPUR,Rabi,Other  Rabi pulses,937.4,803.6,0.857264775
Odisha,SAMBALPUR,Rabi,Rapeseed &Mustard,1990.8,800.32,0.402009243
Odisha,SAMBALPUR,Rabi,Safflower,200,80,0.4
Odisha,SAMBALPUR,Rabi,Sesamum,3870,1920,0.496124031
Odisha,SAMBALPUR,Rabi,Sunflower,137.8333333,67.83333333,0.492140266
Odisha,SAMBALPUR,Rabi,Urad,2290,870,0.379912664
Odisha,SAMBALPUR,Rabi,Wheat,337.5,527.2666667,1.562271605
Odisha,SAMBALPUR,Summer,Arhar/Tur,143,48,0.335664336
Odisha,SAMBALPUR,Summer,Groundnut,55.21428571,73.51428571,1.331435964
Odisha,SAMBALPUR,Summer,Maize,3,5.116666667,1.705555556
Odisha,SAMBALPUR,Summer,Moong(Green Gram),257.4615385,110.2076923,0.428054975
Odisha,SAMBALPUR,Summer,Paddy,19119,53803,2.814111617
Odisha,SAMBALPUR,Summer,Rice,39261.86667,60459.2,1.539896218
Odisha,SAMBALPUR,Summer,Sesamum,45.64285714,16.1,0.352738654
Odisha,SAMBALPUR,Summer,Urad,4.166666667,2.366666667,0.568
Odisha,SAMBALPUR,Summer,Wheat,178.8461538,279.2307692,1.561290323
Odisha,SAMBALPUR,Whole Year,Coriander,635,312.2,0.491653543
Odisha,SAMBALPUR,Whole Year,Dry chillies,4751.6,4070,0.856553582
Odisha,SAMBALPUR,Whole Year,Garlic,325.2,1021.6,3.141451415
Odisha,SAMBALPUR,Whole Year,Onion,1088.166667,7304,6.712207076
Odisha,SAMBALPUR,Whole Year,Potato,351,3103.683333,8.842402659
Odisha,SAMBALPUR,Whole Year,Sannhamp,30,85,2.833333333
Odisha,SAMBALPUR,Whole Year,Sugarcane,47.25,2576.6,54.53121693
Odisha,SAMBALPUR,Whole Year,Sweet potato,1741.6,14180,8.141938447
Odisha,SAMBALPUR,Whole Year,Turmeric,569.6,1388,2.436797753
Odisha,SAMBALPUR,Winter,Arhar/Tur,54,12,0.222222222
Odisha,SAMBALPUR,Winter,Groundnut,16.2,14.24,0.879012346
Odisha,SAMBALPUR,Winter,Horse-gram,1163.142857,373.3214286,0.320959224
Odisha,SAMBALPUR,Winter,Maize,4.5,6.85,1.522222222
Odisha,SAMBALPUR,Winter,Moong(Green Gram),78.53846154,22.86923077,0.291185113
Odisha,SAMBALPUR,Winter,Paddy,87633,164362,1.875571988
Odisha,SAMBALPUR,Winter,Potato,261.1538462,2208.623077,8.457172312
Odisha,SAMBALPUR,Winter,Ragi,6.181818182,2.163636364,0.35
Odisha,SAMBALPUR,Winter,Rapeseed &Mustard,916.8461538,301.4230769,0.328760802
Odisha,SAMBALPUR,Winter,Rice,87866.46667,162468.8,1.849042145
Odisha,SAMBALPUR,Winter,Sesamum,1764.214286,453.3142857,0.256949674
Odisha,SAMBALPUR,Winter,Sugarcane,43.2,2500.6,57.88425926
Odisha,SAMBALPUR,Winter,Urad,279.7142857,77.00714286,0.275306435
Odisha,SONEPUR,Autumn,Arhar/Tur,467,56,0.119914347
Odisha,SONEPUR,Autumn,Groundnut,24,23.12307692,0.963461538
Odisha,SONEPUR,Autumn,Maize,15.66666667,15.64166667,0.998404255
Odisha,SONEPUR,Autumn,Moong(Green Gram),140.7692308,45.5,0.323224044
Odisha,SONEPUR,Autumn,Paddy,19271,23301,1.209122516
Odisha,SONEPUR,Autumn,Ragi,20,1,0.05
Odisha,SONEPUR,Autumn,Rice,15134.6,16746.8,1.106524124
Odisha,SONEPUR,Autumn,Sesamum,32.5,11.17272727,0.343776224
Odisha,SONEPUR,Autumn,Urad,40.3,15.74,0.39057072
Odisha,SONEPUR,Kharif,Arhar/Tur,2258,1168,0.517271922
Odisha,SONEPUR,Kharif,Castor seed,29.66666667,11.66666667,0.393258427
Odisha,SONEPUR,Kharif,Cotton(lint),10,15,1.5
Odisha,SONEPUR,Kharif,Dry chillies,680,500,0.735294118
Odisha,SONEPUR,Kharif,Dry ginger,33,51.5,1.560606061
Odisha,SONEPUR,Kharif,Groundnut,324.6,433.4,1.335181762
Odisha,SONEPUR,Kharif,Horse-gram,1219.25,231.45,0.189829813
Odisha,SONEPUR,Kharif,Jowar,10,8.8,0.88
Odisha,SONEPUR,Kharif,Maize,62.2,43.08,0.692604502
Odisha,SONEPUR,Kharif,Mesta,360,860,2.388888889
Odisha,SONEPUR,Kharif,Moong(Green Gram),2105,476.02,0.226137767
Odisha,SONEPUR,Kharif,Other Kharif pulses,830,332.75,0.400903614
Odisha,SONEPUR,Kharif,Ragi,16,4,0.25
Odisha,SONEPUR,Kharif,Rice,118666.6667,174333.3333,1.469101124
Odisha,SONEPUR,Kharif,Sesamum,377,91.9,0.243766578
Odisha,SONEPUR,Kharif,Small millets,65,22.5,0.346153846
Odisha,SONEPUR,Kharif,Sweet potato,270,2320,8.592592593
Odisha,SONEPUR,Kharif,Urad,466.8,181.76,0.389374464
Odisha,SONEPUR,Rabi,Castor seed,21.75,10,0.459770115
Odisha,SONEPUR,Rabi,Coriander,280,120,0.428571429
Odisha,SONEPUR,Rabi,Dry chillies,750,830,1.106666667
Odisha,SONEPUR,Rabi,Garlic,260,710,2.730769231
Odisha,SONEPUR,Rabi,Gram,166,59.33333333,0.357429719
Odisha,SONEPUR,Rabi,Groundnut,1350,2220,1.644444444
Odisha,SONEPUR,Rabi,Horse-gram,3810,1170,0.307086614
Odisha,SONEPUR,Rabi,Maize,130,140,1.076923077
Odisha,SONEPUR,Rabi,Moong(Green Gram),6780,1830,0.269911504
Odisha,SONEPUR,Rabi,Other  Rabi pulses,554.4,305.2,0.550505051
Odisha,SONEPUR,Rabi,Rapeseed &Mustard,444.8,116.18,0.261196043
Odisha,SONEPUR,Rabi,Safflower,70,30,0.428571429
Odisha,SONEPUR,Rabi,Sesamum,2000,520,0.26
Odisha,SONEPUR,Rabi,Sunflower,124.8333333,112.5,0.901201602
Odisha,SONEPUR,Rabi,Sweet potato,250,2050,8.2
Odisha,SONEPUR,Rabi,Urad,1220,430,0.352459016
Odisha,SONEPUR,Rabi,Wheat,136.4,158.44,1.161583578
Odisha,SONEPUR,Summer,Arhar/Tur,917,254,0.276990185
Odisha,SONEPUR,Summer,Groundnut,396.3571429,618.6214286,1.560767706
Odisha,SONEPUR,Summer,Maize,14.66666667,31.9,2.175
Odisha,SONEPUR,Summer,Moong(Green Gram),798.6923077,288.8153846,0.361610325
Odisha,SONEPUR,Summer,Paddy,21619,47259,2.185993802
Odisha,SONEPUR,Summer,Rice,53336.8,79846.2,1.497018944
Odisha,SONEPUR,Summer,Sesamum,92.14285714,25.79285714,0.279922481
Odisha,SONEPUR,Summer,Urad,1.666666667,0.6,0.36
Odisha,SONEPUR,Summer,Wheat,50.08333333,85.125,1.699667221
Odisha,SONEPUR,Whole Year,Coriander,310.6,154,0.495814552
Odisha,SONEPUR,Whole Year,Dry chillies,692,570,0.823699422
Odisha,SONEPUR,Whole Year,Garlic,214.4,661.8,3.086753731
Odisha,SONEPUR,Whole Year,Onion,738.6666667,7622.666667,10.31949458
Odisha,SONEPUR,Whole Year,Potato,17.16666667,142.5666667,8.304854369
